LEFT_KNEE_ANGLE,RIGHT_KNEE_ANGLE,LEFT_WRIST_X,RIGHT_WRIST_X,LEFT_SHOULDER_X,RIGHT_SHOULDER_X,NOSE_X,LATERAL_INCLINATION,LEFT_WRIST_VELOCITY,RIGHT_WRIST_VELOCITY,activity,frame_index,subject_id
179.57888593699946,176.97775250932958,0.5144937038421631,0.4307914674282074,0.5041524171829224,0.4372362196445465,0.47352010011672974,-0.001828014850616455,0.009071396553223234,0.0027509332452231457,01,1,sujeto
179.69701911800215,177.16795748053013,0.5146394371986389,0.4308185577392578,0.504341721534729,0.4369227886199951,0.4749056398868561,-0.0018705129623413086,0.007096435714512485,0.0032244050971207013,01,2,sujeto
179.3856243870826,177.11153963383794,0.5146761536598206,0.4308205544948578,0.504381537437439,0.43674182891845703,0.4774889051914215,-0.0019586682319641113,0.017096158623820586,0.0020911930306614914,01,3,sujeto
178.44670549563168,177.482931056264,0.5146914124488831,0.43085187673568726,0.504397451877594,0.43632325530052185,0.478868305683136,-0.002180740237236023,0.007606226885966182,0.014443003074265168,01,4,sujeto
177.79541435366727,177.64810762423184,0.5147377848625183,0.4308530390262604,0.5043990612030029,0.43633022904396057,0.47817906737327576,-0.0021843761205673218,0.0029141229577888633,5.256795142682469e-05,01,5,sujeto
177.40401869296468,177.64839661318194,0.5147850513458252,0.4308507442474365,0.5043939352035522,0.4363102912902832,0.4778972566127777,-0.002124696969985962,0.03745975687973073,0.000404654195017332,01,6,sujeto
176.90144456456693,177.7842470809068,0.5147059559822083,0.4308447241783142,0.5043741464614868,0.43632712960243225,0.4765779376029968,-0.0021387338638305664,0.0026597711705448534,0.01151166973732703,01,7,sujeto
176.92620220562853,177.75459230434055,0.5147099494934082,0.43083828687667847,0.5043865442276001,0.4363224506378174,0.47641807794570923,-0.002210676670074463,0.0008418414939903849,0.004935468016453848,01,8,sujeto
177.09707196653667,177.87185263563595,0.5147247910499573,0.43077683448791504,0.5045052170753479,0.43630871176719666,0.47635287046432495,-0.002128392457962036,0.0006686828303790502,0.002073719004033033,01,9,sujeto
177.3723941182831,177.75030803645544,0.5145996809005737,0.4307776391506195,0.5045879483222961,0.43630075454711914,0.4762446880340576,-0.002081245183944702,0.024005955556871558,0.0015522926623301725,01,10,sujeto
177.45550929152884,177.48458122735858,0.5144277811050415,0.43074387311935425,0.5046437382698059,0.43628987669944763,0.476215660572052,-0.002087011933326721,0.009732622826663683,0.012131974396019393,01,11,sujeto
177.6218219095755,177.47181226833004,0.5142166614532471,0.4303925037384033,0.5047410130500793,0.4362846314907074,0.47629886865615845,-0.0020903944969177246,0.023834513307835443,0.018342775742055558,01,12,sujeto
177.56094984251308,177.4512142078026,0.5142430663108826,0.43019938468933105,0.5047444701194763,0.43627864122390747,0.47651296854019165,-0.002082616090774536,0.006001646172280587,0.0065015772774457935,01,13,sujeto
177.63343793088296,177.2947612772165,0.5142441987991333,0.43015164136886597,0.504615306854248,0.4361153244972229,0.4765937924385071,-0.0021994560956954956,0.00014181647342847599,0.001448019739055313,01,14,sujeto
177.82220461383864,177.4314613977964,0.5144152641296387,0.4300794005393982,0.5047415494918823,0.43610459566116333,0.47656187415122986,-0.002132520079612732,0.02489628635893328,0.030372077497477546,01,15,sujeto
177.84387361773702,177.4894532009932,0.5144160985946655,0.4299788475036621,0.5047691464424133,0.4360799193382263,0.4765988886356354,-0.0020726770162582397,0.006178072150777145,0.012783230200227893,01,16,sujeto
177.54129212660968,177.52182691661676,0.5143400430679321,0.42997798323631287,0.5047296285629272,0.4360979199409485,0.4757964611053467,-0.0022541582584381104,0.006190087997870256,0.021193043356789978,01,17,sujeto
177.64489141166493,177.60524057942342,0.5143345594406128,0.4300483167171478,0.5046601891517639,0.4361031651496887,0.47594743967056274,-0.00255681574344635,0.00018555338532075187,0.0030272919188262886,01,18,sujeto
177.60114610252384,177.4940630616373,0.5143352150917053,0.43005937337875366,0.5046567916870117,0.43611374497413635,0.47584787011146545,-0.002545788884162903,0.001668449954391936,0.0003491739854546519,01,19,sujeto
176.87226480861088,177.45099742361262,0.5144690871238708,0.430064857006073,0.5046610832214355,0.43615490198135376,0.4756656587123871,-0.002409234642982483,0.022781849425519734,0.007871320536029389,01,20,sujeto
176.0082889154432,177.43233980120706,0.5145809054374695,0.4299594759941101,0.5046811699867249,0.436145544052124,0.4759376645088196,-0.0024009644985198975,0.003375501286675738,0.003969020081598875,01,21,sujeto
176.09290883573323,177.06948046327332,0.5147145390510559,0.42992788553237915,0.5046809911727905,0.4360896646976471,0.4759717881679535,-0.002476319670677185,0.013116074607703216,0.005590176895727978,01,22,sujeto
176.19910469159558,176.70526509470062,0.5146964192390442,0.42992091178894043,0.5045146942138672,0.4360368251800537,0.4722258150577545,-0.002580881118774414,0.03868842564542066,0.011027651916187946,01,23,sujeto
176.49182340483148,177.02639599656428,0.5146772265434265,0.42992058396339417,0.5045058131217957,0.4360266625881195,0.4722006320953369,-0.0024490803480148315,0.0006437425810887804,0.01228809750251782,01,24,sujeto
176.72356914870576,177.29601610464158,0.5146574378013611,0.42991986870765686,0.5044975876808167,0.43600139021873474,0.47213488817214966,-0.0023756176233291626,0.000649978197832279,0.0089156885869723,01,25,sujeto
177.09996821292927,177.39428669852532,0.5144938230514526,0.42991751432418823,0.5042518377304077,0.43588072061538696,0.4712620675563812,-0.0023403316736221313,0.007491482283357111,0.0007632344507263938,01,26,sujeto
177.51582093924748,177.19287167687975,0.5136207342147827,0.429838091135025,0.5037784576416016,0.4355505406856537,0.47146111726760864,-0.002532750368118286,0.026410024200179943,0.005958146903859469,01,27,sujeto
177.4507793690993,176.74757246191885,0.5135772824287415,0.4293708801269531,0.5028666257858276,0.43488484621047974,0.4715532660484314,-0.002952784299850464,0.03814362355707426,0.014016827084469252,01,28,sujeto
177.16419755536512,175.4679560262633,0.5134919881820679,0.42883357405662537,0.5014392137527466,0.43393057584762573,0.4709530472755432,-0.003546610474586487,0.0026247851289043045,0.01626829984514367,01,29,sujeto
177.18599588350057,175.9430332137545,0.5133296251296997,0.4280582070350647,0.5006831288337708,0.4325050413608551,0.4655068814754486,-0.004195556044578552,0.017599682797754312,0.024497201052482605,01,30,sujeto
176.58090430810086,175.88899327804617,0.5127465724945068,0.42620229721069336,0.49909576773643494,0.43056243658065796,0.4644480347633362,-0.005019575357437134,0.025613672718725344,0.06596177178349726,01,31,sujeto
176.1715116329045,176.37716937249752,0.5117164850234985,0.42456573247909546,0.4971345067024231,0.42853793501853943,0.4631481170654297,-0.00571461021900177,0.030940419977770015,0.049120022191868125,01,32,sujeto
176.1828507470611,176.85726598654756,0.511160135269165,0.4229486584663391,0.4961129128932953,0.42692995071411133,0.4620833396911621,-0.005857229232788086,0.01926538349302087,0.05060783427265424,01,33,sujeto
176.67871283712165,177.1026634162824,0.5108221173286438,0.4210546910762787,0.49411290884017944,0.42472153902053833,0.4619120657444,-0.006702393293380737,0.015750639530710125,0.056819863810132376,01,34,sujeto
